"ID","Group","Crim","Indirect","Reward","Susp","DirectCode","IndirectCode"
"444",2,1,1,1,2,"2.2","1.2"
"445",1,3,1,3,2,"1.2","1.2"
"446",1,4,0,4,5,"1.5","1.2"
"446",1,4,0,4,5,"1.5","0.5"
"447",1,4,0,4,6,"1.6","0.5"
"448",1,4,1,4,5,"1.5","1.5"
"449",2,1,0,1,3,"2.3","0.3"
"450",1,1,1,1,0,"1.0","0.3"
"450",1,1,1,1,0,"1.0","1.0"
"451",2,3,0,3,4,"2.4","1.0"
"451",2,3,0,3,4,"2.4","0.4"
"452",1,1,0,1,0,"1.0","0.4"
"453",2,4,0,4,5,"2.5","0.0"
"455",2,2,1,2,3,"2.3","1.0"
"455",2,2,1,2,3,"2.3","1.3"
"456",1,4,0,4,4,"1.4","1.3"
"456",1,4,0,4,4,"1.4","0.4"
"457",2,3,0,3,5,"2.5","0.5"
"458",1,2,1,2,2,"1.2","0.5"
"458",1,2,1,2,2,"1.2","1.2"
"459",1,1,0,1,0,"1.0","0.0"
"460",1,1,0,1,1,"1.1","0.0"
"460",1,1,0,1,1,"1.1","0.1"
"461",1,4,0,4,5,"1.5","0.1"
"462",1,3,0,3,1,"1.1","0.5"
"462",1,3,0,3,1,"1.1","0.1"
"463",1,3,1,3,2,"1.2","0.1"
"463",1,3,1,3,2,"1.2","1.2"
"464",2,3,0,3,4,"2.4","1.2"
"465",1,4,0,4,4,"1.4","0.4"
"466",1,3,0,3,2,"1.2","0.4"
"466",1,3,0,3,2,"1.2","0.2"
"467",1,2,0,2,1,"1.1","0.1"
"468",2,3,0,3,3,"2.3","0.1"
"468",2,3,0,3,3,"2.3","0.3"
"469",1,1,1,1,1,"1.1","0.3"
"469",1,1,1,1,1,"1.1","1.1"
"470",2,4,1,4,5,"2.5","1.1"
"470",2,4,1,4,5,"2.5","1.5"
"471",1,2,1,2,3,"1.3","1.5"
"471",1,2,1,2,3,"1.3","1.3"
"472",1,2,0,2,2,"1.2","1.3"
"472",1,2,0,2,2,"1.2","0.2"
"473",1,3,0,3,3,"1.3","0.2"
"473",1,3,0,3,3,"1.3","0.3"
"475",1,4,0,4,5,"1.5","0.2"
"477",1,2,0,2,2,"1.2","0.2"
"478",2,1,0,1,2,"2.2","0.2"
"479",1,4,1,4,2,"1.2","0.2"
"479",1,4,1,4,2,"1.2","1.2"
"480",1,3,0,3,3,"1.3","1.2"
"480",1,3,0,3,3,"1.3","0.3"
"482",1,4,1,4,4,"1.4","1.4"
"483",1,4,0,4,4,"1.4","1.4"
"483",1,4,0,4,4,"1.4","0.4"
"485",1,2,1,2,2,"1.2","1.2"
"486",1,1,0,1,0,"1.0","1.2"
"486",1,1,0,1,0,"1.0","0.0"
"487",1,4,1,4,4,"1.4","1.4"
"488",1,2,0,2,2,"1.2","1.4"
"488",1,2,0,2,2,"1.2","0.2"
"489",1,3,1,3,4,"1.4","0.2"
"489",1,3,1,3,4,"1.4","1.4"
"490",1,2,0,2,3,"1.3","0.3"
"491",1,1,1,1,1,"1.1","0.3"
"492",1,4,0,4,4,"1.4","1.1"
"493",2,3,1,3,4,"2.4","0.4"
"493",2,3,1,3,4,"2.4","1.4"
"494",2,4,0,4,5,"2.5","1.4"
"496",2,3,0,3,5,"2.5","0.0"
"497",1,3,0,3,2,"1.2","0.5"
"497",1,3,0,3,2,"1.2","0.2"
"498",2,4,0,4,5,"2.5","0.2"
"499",2,1,1,1,2,"2.2","0.5"
"499",2,1,1,1,2,"2.2","1.2"
"500",1,2,0,2,3,"1.3","0.3"
"501",1,3,0,3,3,"1.3","0.3"
"501",1,3,0,3,3,"1.3","0.3"
"502",1,4,0,4,5,"1.5","0.3"
"502",1,4,0,4,5,"1.5","0.5"
"503",2,3,0,3,3,"2.3","0.3"
"504",2,3,0,3,4,"2.4","0.3"
"507",1,1,0,1,1,"1.1","0.4"
"508",1,4,0,4,2,"1.2","0.1"
"508",1,4,0,4,2,"1.2","0.2"
"509",1,3,0,3,4,"1.4","0.2"
"510",1,2,0,2,3,"1.3","0.4"
"510",1,2,0,2,3,"1.3","0.3"
"514",1,1,0,1,2,"1.2","0.6"
"515",2,3,0,3,4,"2.4","0.4"
"516",1,2,0,2,3,"1.3","0.4"
"516",1,2,0,2,3,"1.3","0.3"
"517",1,1,1,1,1,"1.1","0.3"
"518",1,1,1,1,2,"1.2","1.2"
"519",2,2,1,2,2,"2.2","1.2"
"520",1,3,0,3,5,"1.5","0.5"
"521",1,3,0,3,3,"1.3","0.5"
"521",1,3,0,3,3,"1.3","0.3"
"522",1,2,0,2,3,"1.3","0.3"
"523",2,2,0,2,2,"2.2","0.2"
"524",1,2,0,2,2,"1.2","0.2"
"524",1,2,0,2,2,"1.2","0.2"
"525",2,3,0,3,4,"2.4","0.2"
"525",2,3,0,3,4,"2.4","0.4"
"526",1,3,0,3,3,"1.3","0.4"
"527",2,2,1,2,3,"2.3","0.3"
"527",2,2,1,2,3,"2.3","1.3"
"528",1,1,0,1,2,"1.2","1.3"
"529",1,3,0,3,4,"1.4","0.4"
"530",1,3,0,3,3,"1.3","0.4"
"530",1,3,0,3,3,"1.3","0.3"
"531",2,4,0,4,5,"2.5","0.3"
"531",2,4,0,4,5,"2.5","0.5"
"532",1,3,1,3,2,"1.2","0.5"
"532",1,3,1,3,2,"1.2","1.2"
"533",1,3,0,3,3,"1.3","1.2"
"533",1,3,0,3,3,"1.3","0.3"
"534",1,2,1,2,4,"1.4","0.3"
"534",1,2,1,2,4,"1.4","1.4"
"535",2,3,1,3,5,"2.5","1.5"
"536",1,4,0,4,3,"1.3","1.5"
"536",1,4,0,4,3,"1.3","0.3"
"537",1,1,0,1,1,"1.1","0.1"
"538",1,1,1,1,1,"1.1","0.1"
"538",1,1,1,1,1,"1.1","1.1"
"539",1,2,0,2,2,"1.2","1.1"
"539",1,2,0,2,2,"1.2","0.2"
"540",1,4,0,4,5,"1.5","0.2"
"542",1,1,0,1,1,"1.1","0.3"
"543",2,2,1,2,3,"2.3","0.1"
"544",1,1,1,1,1,"1.1","1.3"
"544",1,1,1,1,1,"1.1","1.1"
"545",1,4,1,4,6,"1.6","1.6"
"546",1,1,0,1,0,"1.0","1.6"
"546",1,1,0,1,0,"1.0","0.0"
"547",2,4,0,4,4,"2.4","0.4"
"548",2,4,0,4,5,"2.5","0.4"
"549",2,3,1,3,3,"2.3","1.3"
"550",1,1,0,1,0,"1.0","1.3"
"550",1,1,0,1,0,"1.0","0.0"
"551",1,3,0,3,4,"1.4","0.4"
"552",1,2,0,2,2,"1.2","0.4"
"552",1,2,0,2,2,"1.2","0.2"
"553",1,1,1,1,0,"1.0","0.2"
"553",1,1,1,1,0,"1.0","1.0"
"554",1,3,1,3,3,"1.3","1.0"
"554",1,3,1,3,3,"1.3","1.3"
"555",1,4,1,4,5,"1.5","1.3"
"555",1,4,1,4,5,"1.5","1.5"
"556",2,2,1,2,4,"2.4","1.5"
"556",2,2,1,2,4,"2.4","1.4"
"557",2,3,0,3,5,"2.5","1.4"
"557",2,3,0,3,5,"2.5","0.5"
"558",2,4,0,4,6,"2.6","0.5"
"558",2,4,0,4,6,"2.6","0.6"
"559",1,3,0,3,2,"1.2","0.6"
"559",1,3,0,3,2,"1.2","0.2"
"560",2,4,0,4,5,"2.5","0.2"
"561",1,3,0,3,4,"1.4","0.5"
"561",1,3,0,3,4,"1.4","0.4"
"562",1,2,0,2,4,"1.4","0.4"
"562",1,2,0,2,4,"1.4","0.4"
"563",2,4,0,4,7,"2.7","0.4"
"563",2,4,0,4,7,"2.7","0.7"
"564",1,1,0,1,2,"1.2","0.2"
"565",1,2,0,2,2,"1.2","0.2"
"565",1,2,0,2,2,"1.2","0.2"
"566",1,4,1,4,3,"1.3","0.2"
"566",1,4,1,4,3,"1.3","1.3"
"567",1,2,1,2,2,"1.2","1.3"
"568",1,1,0,1,0,"1.0","0.0"
"569",2,1,1,1,3,"2.3","0.0"
"569",2,1,1,1,3,"2.3","1.3"
"570",1,4,0,4,3,"1.3","1.3"
"570",1,4,0,4,3,"1.3","0.3"
"571",1,2,0,2,2,"1.2","0.3"
"572",1,3,0,3,2,"1.2","0.2"
"572",1,3,0,3,2,"1.2","0.2"
"573",1,2,1,2,0,"1.0","1.0"
"574",2,4,0,4,4,"2.4","0.4"
"575",1,1,0,1,2,"1.2","0.4"
"576",1,3,0,3,3,"1.3","0.2"
"576",1,3,0,3,3,"1.3","0.3"
"577",1,1,1,1,0,"1.0","0.3"
"577",1,1,1,1,0,"1.0","1.0"
"578",1,2,1,2,1,"1.1","1.1"
"579",1,2,0,2,1,"1.1","1.1"
"579",1,2,0,2,1,"1.1","0.1"
"580",1,1,0,1,0,"1.0","0.1"
"581",2,3,1,3,5,"2.5","0.0"
"582",1,2,0,2,2,"1.2","1.5"
"583",1,4,1,4,5,"1.5","0.2"
"583",1,4,1,4,5,"1.5","1.5"
"584",2,2,0,2,1,"2.1","1.5"
"586",1,3,1,3,3,"1.3","0.3"
"587",1,1,1,1,0,"1.0","1.3"
"587",1,1,1,1,0,"1.0","1.0"
"589",2,1,1,1,3,"2.3","1.5"
"589",2,1,1,1,3,"2.3","1.3"
"590",1,2,0,2,1,"1.1","1.3"
"591",1,4,0,4,5,"1.5","0.1"
"591",1,4,0,4,5,"1.5","0.5"
"592",1,2,0,2,2,"1.2","0.5"
"592",1,2,0,2,2,"1.2","0.2"
"593",1,1,1,1,2,"1.2","0.2"
"593",1,1,1,1,2,"1.2","1.2"
"594",1,1,0,1,0,"1.0","1.2"
"594",1,1,0,1,0,"1.0","0.0"
"595",2,4,1,4,6,"2.6","1.6"
"596",1,4,0,4,3,"1.3","1.6"
"597",2,1,0,1,2,"2.2","0.3"
"597",2,1,0,1,2,"2.2","0.2"
"598",1,3,0,3,3,"1.3","0.3"
"599",2,3,1,3,5,"2.5","0.3"
"600",1,1,0,1,1,"1.1","0.1"
"601",1,3,1,3,1,"1.1","0.1"
"602",2,4,0,4,4,"2.4","1.1"
"602",2,4,0,4,4,"2.4","0.4"
"603",1,4,0,4,4,"1.4","0.4"
"604",1,1,0,1,2,"1.2","0.4"
"605",2,2,1,2,3,"2.3","0.2"
"605",2,2,1,2,3,"2.3","1.3"
"606",1,4,0,4,4,"1.4","0.4"
"607",1,4,0,4,3,"1.3","0.4"
"607",1,4,0,4,3,"1.3","0.3"
"608",1,2,0,2,3,"1.3","0.3"
"609",1,2,0,2,3,"1.3","0.3"
"610",1,1,1,1,1,"1.1","0.3"
"611",1,2,0,2,0,"1.0","1.1"
"611",1,2,0,2,0,"1.0","0.0"
"613",2,2,1,2,5,"2.5","1.4"
"613",2,2,1,2,5,"2.5","1.5"
"614",2,1,0,1,2,"2.2","1.5"
"614",2,1,0,1,2,"2.2","0.2"
"615",2,1,1,1,1,"2.1","1.1"
"616",1,3,1,3,3,"1.3","1.1"
"616",1,3,1,3,3,"1.3","1.3"
"617",1,4,0,4,4,"1.4","0.4"
"618",1,4,1,4,3,"1.3","0.4"
"618",1,4,1,4,3,"1.3","1.3"
"619",2,1,1,1,1,"2.1","1.3"
"619",2,1,1,1,1,"2.1","1.1"
"620",1,4,1,4,4,"1.4","1.1"
"620",1,4,1,4,4,"1.4","1.4"
"621",1,3,1,3,3,"1.3","1.3"
"622",1,1,0,1,0,"1.0","1.3"
"622",1,1,0,1,0,"1.0","0.0"
"623",2,3,0,3,4,"2.4","0.4"
"624",1,4,1,4,3,"1.3","0.4"
"624",1,4,1,4,3,"1.3","1.3"
"625",1,1,1,1,0,"1.0","1.3"
"625",1,1,1,1,0,"1.0","1.0"
"626",1,3,1,3,3,"1.3","1.0"
"627",1,2,0,2,4,"1.4","0.4"
"628",1,2,0,2,1,"1.1","0.4"
"628",1,2,0,2,1,"1.1","0.1"
"629",1,1,1,1,2,"1.2","0.1"
"629",1,1,1,1,2,"1.2","1.2"
"631",1,4,0,4,5,"1.5","0.5"
"632",1,4,1,4,5,"1.5","0.5"
"632",1,4,1,4,5,"1.5","1.5"
"633",1,2,1,2,2,"1.2","1.5"
"634",1,4,0,4,3,"1.3","1.2"
"636",2,2,0,2,3,"2.3","0.4"
"637",2,2,1,2,3,"2.3","0.3"
"638",1,1,0,1,2,"1.2","0.2"
"639",1,1,1,1,2,"1.2","1.2"
"640",1,2,0,2,1,"1.1","1.2"
"640",1,2,0,2,1,"1.1","0.1"
"641",1,2,0,2,4,"1.4","0.4"
"642",2,3,1,3,4,"2.4","0.4"
"642",2,3,1,3,4,"2.4","1.4"
"643",1,1,1,1,0,"1.0","1.4"
"643",1,1,1,1,0,"1.0","1.0"
"644",1,2,0,2,3,"1.3","0.3"
"645",2,3,0,3,4,"2.4","0.3"
"645",2,3,0,3,4,"2.4","0.4"
"646",1,3,1,3,2,"1.2","1.2"
"647",2,3,0,3,5,"2.5","1.2"
"648",1,1,1,1,0,"1.0","1.0"
"649",2,4,1,4,5,"2.5","1.0"
"649",2,4,1,4,5,"2.5","1.5"
"650",2,4,1,4,5,"2.5","1.5"
"651",2,4,0,4,3,"2.3","1.5"
"651",2,4,0,4,3,"2.3","0.3"
"652",2,2,0,2,4,"2.4","0.3"
"652",2,2,0,2,4,"2.4","0.4"
"654",1,2,0,2,3,"1.3","0.3"
"654",1,2,0,2,3,"1.3","0.3"
"655",1,3,0,3,3,"1.3","0.3"
"656",1,1,0,1,1,"1.1","0.3"
"657",1,4,1,4,5,"1.5","1.5"
"659",1,3,0,3,3,"1.3","1.5"
"659",1,3,0,3,3,"1.3","0.3"
"660",1,1,1,1,3,"1.3","0.3"
"662",1,1,1,1,0,"1.0","1.2"
"662",1,1,1,1,0,"1.0","1.0"
"663",1,1,0,1,0,"1.0","1.0"
"664",2,3,1,3,5,"2.5","0.0"
"666",2,3,1,3,5,"2.5","1.3"
"666",2,3,1,3,5,"2.5","1.5"
"667",1,1,0,1,0,"1.0","1.5"
"667",1,1,0,1,0,"1.0","0.0"
"668",1,4,1,4,5,"1.5","0.0"
"668",1,4,1,4,5,"1.5","1.5"
"669",2,1,0,1,2,"2.2","1.5"
"670",2,4,1,4,5,"2.5","0.2"
"670",2,4,1,4,5,"2.5","1.5"
"671",1,3,1,3,4,"1.4","1.4"
"672",1,1,1,1,1,"1.1","1.1"
"673",1,2,1,2,2,"1.2","1.1"
"675",2,4,0,4,7,"2.7","0.1"
"675",2,4,0,4,7,"2.7","0.7"
"676",2,2,1,2,2,"2.2","0.7"
"676",2,2,1,2,2,"2.2","1.2"
"678",2,1,1,1,0,"2.0","1.4"
"679",1,3,1,3,1,"1.1","1.0"
"679",1,3,1,3,1,"1.1","1.1"
"681",2,1,0,1,3,"2.3","0.3"
"681",2,1,0,1,3,"2.3","0.3"
"682",1,3,0,3,2,"1.2","0.3"
"683",2,3,1,3,4,"2.4","0.2"
"684",1,1,0,1,0,"1.0","1.4"
"684",1,1,0,1,0,"1.0","0.0"
"685",1,2,0,2,2,"1.2","0.2"
"686",1,3,1,3,3,"1.3","1.3"
"687",1,2,0,2,1,"1.1","0.1"
"688",1,2,0,2,1,"1.1","0.1"
"688",1,2,0,2,1,"1.1","0.1"
"689",1,1,0,1,2,"1.2","0.2"
"690",1,1,0,1,0,"1.0","0.2"
"690",1,1,0,1,0,"1.0","0.0"
"691",2,4,1,4,3,"2.3","0.0"
"691",2,4,1,4,3,"2.3","1.3"
"692",1,4,0,4,3,"1.3","1.3"
"692",1,4,0,4,3,"1.3","0.3"
"693",2,1,0,1,2,"2.2","0.2"
"694",1,1,0,1,0,"1.0","0.0"
"696",1,3,1,3,5,"1.5","1.5"
"697",1,4,0,4,5,"1.5","0.5"
"698",1,4,1,4,3,"1.3","1.3"
"699",1,3,1,3,5,"1.5","1.5"
"700",1,3,0,3,3,"1.3","1.5"
"700",1,3,0,3,3,"1.3","0.3"
"701",2,3,0,3,4,"2.4","0.3"
"701",2,3,0,3,4,"2.4","0.4"
"702",1,4,0,4,4,"1.4","0.4"
"702",1,4,0,4,4,"1.4","0.4"
"703",2,1,0,1,4,"2.4","0.4"
"704",1,1,0,1,2,"1.2","0.4"
"704",1,1,0,1,2,"1.2","0.2"
"705",1,1,0,1,0,"1.0","0.2"
"705",1,1,0,1,0,"1.0","0.0"
"706",1,4,0,4,4,"1.4","0.4"
"707",1,2,1,2,3,"1.3","0.4"
"707",1,2,1,2,3,"1.3","1.3"
"708",1,4,0,4,2,"1.2","0.2"
"709",1,2,0,2,2,"1.2","0.2"
"709",1,2,0,2,2,"1.2","0.2"
"711",1,1,1,1,2,"1.2","1.2"
"713",2,1,1,1,1,"2.1","1.5"
"713",2,1,1,1,1,"2.1","1.1"
"714",1,2,1,2,2,"1.2","1.1"
"714",1,2,1,2,2,"1.2","1.2"
"715",1,4,0,4,5,"1.5","0.5"
"716",1,2,0,2,0,"1.0","0.5"
"716",1,2,0,2,0,"1.0","0.0"
"717",2,2,1,2,3,"2.3","0.0"
"717",2,2,1,2,3,"2.3","1.3"
"718",2,2,1,2,2,"2.2","1.3"
"719",1,1,1,1,1,"1.1","1.1"
"720",1,1,1,1,0,"1.0","1.1"
"722",1,2,1,2,1,"1.1","1.3"
"722",1,2,1,2,1,"1.1","1.1"
"724",1,3,1,3,3,"1.3","1.2"
"725",1,3,1,3,3,"1.3","1.3"
"725",1,3,1,3,3,"1.3","1.3"
"727",1,1,1,1,2,"1.2","1.5"
"727",1,1,1,1,2,"1.2","1.2"
"728",1,1,0,1,1,"1.1","1.2"
"728",1,1,0,1,1,"1.1","0.1"
"729",1,3,0,3,2,"1.2","0.1"
"729",1,3,0,3,2,"1.2","0.2"
"730",1,3,0,3,2,"1.2","0.2"
"731",1,2,1,2,3,"1.3","0.2"
"731",1,2,1,2,3,"1.3","1.3"
"732",1,1,1,1,1,"1.1","1.3"
"732",1,1,1,1,1,"1.1","1.1"
"733",1,3,1,3,3,"1.3","1.1"
"734",1,3,1,3,1,"1.1","1.3"
"734",1,3,1,3,1,"1.1","1.1"
"736",2,3,1,3,4,"2.4","1.0"
"736",2,3,1,3,4,"2.4","1.4"
"737",2,1,0,1,4,"2.4","1.4"
"737",2,1,0,1,4,"2.4","0.4"
"738",2,1,1,1,2,"2.2","0.4"
"738",2,1,1,1,2,"2.2","1.2"
"739",1,4,1,4,5,"1.5","1.2"
"740",2,2,1,2,3,"2.3","1.5"
"741",1,1,0,1,2,"1.2","1.3"
"742",2,4,1,4,5,"2.5","0.2"
"744",2,3,0,3,3,"2.3","0.3"
"744",2,3,0,3,3,"2.3","0.3"
"745",2,2,1,2,2,"2.2","1.2"
"746",1,1,0,1,0,"1.0","1.2"
"748",1,4,0,4,4,"1.4","0.4"
"748",1,4,0,4,4,"1.4","0.4"
"749",1,4,0,4,5,"1.5","0.5"
"750",1,2,0,2,1,"1.1","0.5"
"750",1,2,0,2,1,"1.1","0.1"
"751",1,3,1,3,4,"1.4","0.1"
"752",1,1,0,1,2,"1.2","1.4"
"752",1,1,0,1,2,"1.2","0.2"
"753",1,1,1,1,0,"1.0","0.2"
"754",2,1,1,1,3,"2.3","1.0"
"755",1,1,0,1,3,"1.3","1.3"
"755",1,1,0,1,3,"1.3","0.3"
"756",1,4,1,4,4,"1.4","0.3"
"756",1,4,1,4,4,"1.4","1.4"
"757",1,2,0,2,1,"1.1","1.4"
"758",2,4,0,4,6,"2.6","0.1"
"758",2,4,0,4,6,"2.6","0.6"
"759",1,1,0,1,1,"1.1","0.6"
"759",1,1,0,1,1,"1.1","0.1"
"760",2,3,1,3,4,"2.4","0.1"
"760",2,3,1,3,4,"2.4","1.4"
"761",2,2,1,2,3,"2.3","1.4"
"761",2,2,1,2,3,"2.3","1.3"
"762",2,4,1,4,3,"2.3","1.3"
"762",2,4,1,4,3,"2.3","1.3"
"763",1,1,0,1,1,"1.1","1.3"
"764",2,4,0,4,3,"2.3","0.1"
"764",2,4,0,4,3,"2.3","0.3"
"765",2,1,0,1,2,"2.2","0.3"
"765",2,1,0,1,2,"2.2","0.2"
"766",2,1,0,1,2,"2.2","0.2"
"767",1,1,0,1,0,"1.0","0.0"
"768",1,1,0,1,0,"1.0","0.0"
"768",1,1,0,1,0,"1.0","0.0"
"770",2,4,1,4,5,"2.5","0.4"
"770",2,4,1,4,5,"2.5","1.5"
"771",2,1,1,1,0,"2.0","1.0"
"772",2,3,0,3,4,"2.4","0.4"
"773",2,3,0,3,4,"2.4","0.4"
"773",2,3,0,3,4,"2.4","0.4"
"774",1,4,1,4,3,"1.3","1.3"
"775",2,1,1,1,3,"2.3","1.3"
"776",1,1,0,1,0,"1.0","1.3"
"776",1,1,0,1,0,"1.0","0.0"
"777",1,3,1,3,3,"1.3","0.0"
"778",2,2,1,2,3,"2.3","1.3"
"778",2,2,1,2,3,"2.3","1.3"
"779",1,3,1,3,3,"1.3","1.3"
"780",1,1,1,1,3,"1.3","1.3"
"782",1,1,0,1,1,"1.1","1.4"
"783",1,4,0,4,4,"1.4","0.4"
"784",1,1,0,1,1,"1.1","0.4"
"784",1,1,0,1,1,"1.1","0.1"
"785",1,1,1,1,0,"1.0","1.0"
"786",1,3,0,3,3,"1.3","0.3"
"787",1,2,0,2,3,"1.3","0.3"
"788",2,3,1,3,3,"2.3","0.3"
"790",1,2,0,2,1,"1.1","0.5"
"791",1,1,1,1,2,"1.2","0.1"
"792",1,1,0,1,0,"1.0","1.2"
"792",1,1,0,1,0,"1.0","0.0"
"793",2,3,0,3,4,"2.4","0.0"
"794",2,2,0,2,1,"2.1","0.4"
"794",2,2,0,2,1,"2.1","0.1"
"795",2,2,0,2,4,"2.4","0.1"
"795",2,2,0,2,4,"2.4","0.4"
"796",1,1,0,1,1,"1.1","0.1"
"797",1,1,1,1,1,"1.1","0.1"
"797",1,1,1,1,1,"1.1","1.1"
"798",1,3,0,3,3,"1.3","1.1"
"798",1,3,0,3,3,"1.3","0.3"
"799",2,2,0,2,2,"2.2","0.2"
"800",1,3,1,3,2,"1.2","0.2"
"801",2,4,0,4,4,"2.4","1.2"
"801",2,4,0,4,4,"2.4","0.4"
"802",2,3,0,3,3,"2.3","0.3"
"803",1,2,0,2,1,"1.1","0.3"
"803",1,2,0,2,1,"1.1","0.1"
"804",1,4,0,4,4,"1.4","0.4"
"805",1,2,0,2,3,"1.3","0.3"
"807",1,1,1,1,2,"1.2","1.2"
"808",1,4,1,4,3,"1.3","1.2"
"808",1,4,1,4,3,"1.3","1.3"
"809",2,4,0,4,4,"2.4","1.3"
"811",2,2,1,2,4,"2.4","0.3"
"812",1,3,1,3,4,"1.4","1.4"
"812",1,3,1,3,4,"1.4","1.4"
"814",1,4,0,4,4,"1.4","0.2"
"814",1,4,0,4,4,"1.4","0.4"
"815",1,3,0,3,2,"1.2","0.4"
"815",1,3,0,3,2,"1.2","0.2"
"817",1,1,0,1,1,"1.1","0.1"
"817",1,1,0,1,1,"1.1","0.1"
"818",1,2,1,2,2,"1.2","0.1"
"819",2,2,1,2,5,"2.5","1.2"
"820",1,3,0,3,4,"1.4","1.5"
"820",1,3,0,3,4,"1.4","0.4"
"821",2,1,0,1,1,"2.1","0.4"
"821",2,1,0,1,1,"2.1","0.1"
"822",1,2,1,2,3,"1.3","0.1"
"823",2,1,0,1,0,"2.0","1.3"
"823",2,1,0,1,0,"2.0","0.0"
"824",2,4,1,4,6,"2.6","0.0"
"824",2,4,1,4,6,"2.6","1.6"
"827",1,4,1,4,3,"1.3","0.3"
"827",1,4,1,4,3,"1.3","1.3"
"829",1,3,0,3,4,"1.4","0.3"
"829",1,3,0,3,4,"1.4","0.4"
"830",2,3,0,3,4,"2.4","0.4"
"831",1,2,1,2,0,"1.0","0.4"
"831",1,2,1,2,0,"1.0","1.0"
"832",1,2,1,2,3,"1.3","1.0"
"832",1,2,1,2,3,"1.3","1.3"
"833",1,4,1,4,5,"1.5","1.3"
"834",1,2,1,2,1,"1.1","1.5"
"834",1,2,1,2,1,"1.1","1.1"
"835",1,4,1,4,5,"1.5","1.1"
"835",1,4,1,4,5,"1.5","1.5"
"836",1,3,1,3,1,"1.1","1.5"
"837",1,1,0,1,1,"1.1","1.1"
"837",1,1,0,1,1,"1.1","0.1"
"838",1,3,0,3,2,"1.2","0.1"
"838",1,3,0,3,2,"1.2","0.2"
"839",1,2,1,2,2,"1.2","0.2"
"839",1,2,1,2,2,"1.2","1.2"
"842",1,2,0,2,4,"1.4","0.4"
"843",1,4,1,4,5,"1.5","0.4"
"844",1,3,0,3,3,"1.3","0.3"
"845",1,2,1,2,3,"1.3","1.3"
"846",2,2,1,2,2,"2.2","1.3"
"847",1,2,1,2,4,"1.4","1.4"
"848",1,1,0,1,1,"1.1","1.4"
"849",1,4,1,4,4,"1.4","0.1"
"849",1,4,1,4,4,"1.4","1.4"
"850",2,1,1,1,2,"2.2","1.2"
"851",1,2,0,2,2,"1.2","1.2"
"851",1,2,0,2,2,"1.2","0.2"
"852",1,3,1,3,5,"1.5","0.2"
"854",1,2,0,2,1,"1.1","0.5"
"854",1,2,0,2,1,"1.1","0.1"
"855",1,2,0,2,3,"1.3","0.1"
"855",1,2,0,2,3,"1.3","0.3"
"856",1,2,0,2,0,"1.0","0.3"
"857",2,3,1,3,3,"2.3","1.3"
"858",1,3,1,3,4,"1.4","1.3"
"858",1,3,1,3,4,"1.4","1.4"
"859",2,2,1,2,2,"2.2","1.4"
"860",1,2,1,2,2,"1.2","1.2"
"861",2,4,0,4,6,"2.6","1.2"
"861",2,4,0,4,6,"2.6","0.6"
"862",1,4,1,4,6,"1.6","1.6"
"863",1,2,0,2,3,"1.3","0.3"
"864",1,1,1,1,0,"1.0","1.0"
"867",1,1,0,1,0,"1.0","1.1"
"867",1,1,0,1,0,"1.0","0.0"
"868",1,2,0,2,0,"1.0","0.0"
"868",1,2,0,2,0,"1.0","0.0"
"869",1,1,0,1,2,"1.2","0.0"
"870",1,4,0,4,4,"1.4","0.2"
"870",1,4,0,4,4,"1.4","0.4"
"871",2,4,1,4,3,"2.3","0.4"
"871",2,4,1,4,3,"2.3","1.3"
"872",2,1,1,1,2,"2.2","1.3"
"872",2,1,1,1,2,"2.2","1.2"
"873",2,1,0,1,3,"2.3","1.2"
"874",1,4,0,4,3,"1.3","0.3"
"875",1,2,0,2,3,"1.3","0.3"
"875",1,2,0,2,3,"1.3","0.3"
"877",2,3,0,3,5,"2.5","1.4"
"877",2,3,0,3,5,"2.5","0.5"
"878",1,4,0,4,5,"1.5","0.5"
"878",1,4,0,4,5,"1.5","0.5"
"879",1,4,1,4,4,"1.4","0.5"
"880",1,4,0,4,4,"1.4","0.4"
"881",2,1,1,1,2,"2.2","0.4"
"882",2,2,1,2,2,"2.2","1.2"
"883",1,2,1,2,2,"1.2","1.2"
"883",1,2,1,2,2,"1.2","1.2"
"884",1,1,0,1,1,"1.1","1.2"
"884",1,1,0,1,1,"1.1","0.1"
"885",1,3,1,3,2,"1.2","0.1"
"885",1,3,1,3,2,"1.2","1.2"
"886",1,3,0,3,2,"1.2","1.2"
"887",2,4,1,4,7,"2.7","0.2"
"887",2,4,1,4,7,"2.7","1.7"
"888",2,3,1,3,6,"2.6","1.6"
"889",1,1,1,1,1,"1.1","1.1"
"891",1,3,0,3,2,"1.2","1.2"
"891",1,3,0,3,2,"1.2","0.2"
"892",1,4,1,4,5,"1.5","0.2"
"892",1,4,1,4,5,"1.5","1.5"
"893",2,4,0,4,4,"2.4","1.5"
"893",2,4,0,4,4,"2.4","0.4"
"894",1,4,0,4,6,"1.6","0.4"
"895",1,1,1,1,1,"1.1","0.6"
"895",1,1,1,1,1,"1.1","1.1"
"896",1,3,0,3,3,"1.3","1.1"
"896",1,3,0,3,3,"1.3","0.3"
"897",1,4,0,4,4,"1.4","0.3"
"897",1,4,0,4,4,"1.4","0.4"
"898",1,1,1,1,2,"1.2","0.4"
"898",1,1,1,1,2,"1.2","1.2"
